,rating,track_1,artist_1,album_1,uri_1,track_2,artist_2,album_2,uri_2,is_pop,id_1,id_2,artist_1_genres,artist_2_genres,artist_1 a cappella,artist_1 acoustic pop,artist_1 adult standards,artist_1 alaska indie,artist_1 album rock,artist_1 alternative dance,artist_1 alternative metal,artist_1 alternative r&b,artist_1 alternative rock,artist_1 art rock,artist_1 australian pop,artist_1 bay area indie,artist_1 big room,artist_1 boy band,artist_1 british invasion,artist_1 canadian contemporary r&b,artist_1 canadian pop,artist_1 candy pop,artist_1 ccm,artist_1 celtic rock,artist_1 chamber pop,artist_1 chicago rap,artist_1 chillwave,artist_1 christian alternative rock,artist_1 christian music,artist_1 christian rock,artist_1 classic rock,artist_1 contemporary country,artist_1 country,artist_1 country road,artist_1 dance pop,artist_1 danish pop,artist_1 deep new americana,artist_1 desi,artist_1 destroy techno,artist_1 edm,artist_1 electro house,artist_1 electronic trap,artist_1 electropop,artist_1 escape room,artist_1 etherpop,artist_1 europop,artist_1 folk,artist_1 folk rock,artist_1 folk-pop,artist_1 garage rock,artist_1 hard rock,artist_1 hip hop,artist_1 hip pop,artist_1 hollywood,artist_1 idol,artist_1 indian pop,artist_1 indie anthem-folk,artist_1 indie cafe pop,artist_1 indie electro-pop,artist_1 indie folk,artist_1 indie pop,artist_1 indie poptimism,artist_1 indie r&b,artist_1 indie rock,artist_1 indiecoustica,artist_1 indietronica,artist_1 indonesian jazz,artist_1 latin,artist_1 latin pop,artist_1 lilith,artist_1 lo-fi,artist_1 lounge,artist_1 melancholia,artist_1 mellow gold,artist_1 merseybeat,artist_1 metropopolis,artist_1 mexican pop,artist_1 modern alternative rock,artist_1 modern rock,artist_1 movie tunes,artist_1 neo mellow,artist_1 neo-synthpop,artist_1 new americana,artist_1 new rave,artist_1 new wave pop,artist_1 ninja,artist_1 nu gaze,artist_1 permanent wave,artist_1 piano rock,artist_1 pop,artist_1 pop punk,artist_1 pop rap,artist_1 pop rock,artist_1 post-grunge,artist_1 post-teen pop,artist_1 power pop,artist_1 progressive bluegrass,artist_1 progressive electro house,artist_1 progressive rock,artist_1 protopunk,artist_1 psychedelic rock,artist_1 r&b,artist_1 rap,artist_1 rock,artist_1 roots rock,artist_1 shimmer pop,artist_1 shiver pop,artist_1 show tunes,artist_1 singer-songwriter,artist_1 slow core,artist_1 southern hip hop,artist_1 stomp and holler,artist_1 swedish electropop,artist_1 swedish pop,artist_1 swedish synthpop,artist_1 symphonic rock,artist_1 talent show,artist_1 teen pop,artist_1 trap music,artist_1 tropical,artist_1 tropical house,artist_1 urban contemporary,artist_1 vapor twitch,artist_1 video game music,artist_1 viral pop,artist_1 worship,artist_2 acoustic pop,artist_2 album rock,artist_2 alternative dance,artist_2 alternative metal,artist_2 alternative rock,artist_2 anthem worship,artist_2 art pop,artist_2 art rock,artist_2 bay area indie,artist_2 boy band,artist_2 british invasion,artist_2 brooklyn indie,artist_2 canadian contemporary r&b,artist_2 canadian pop,artist_2 candy pop,artist_2 catstep,artist_2 ccm,artist_2 chamber pop,artist_2 chicago rap,artist_2 chillwave,artist_2 christian alternative rock,artist_2 christian music,artist_2 christian rock,artist_2 classic rock,artist_2 conscious hip hop,artist_2 contemporary country,artist_2 country,artist_2 country road,artist_2 dance pop,artist_2 deep ccm,artist_2 deep new americana,artist_2 ectofolk,artist_2 edm,artist_2 electro house,artist_2 electronic trap,artist_2 electropop,artist_2 escape room,artist_2 etherpop,artist_2 europop,artist_2 folk rock,artist_2 folk-pop,artist_2 garage rock,artist_2 hard rock,artist_2 hip hop,artist_2 hip house,artist_2 hip pop,artist_2 hollywood,artist_2 house,artist_2 indie anthem-folk,artist_2 indie cafe pop,artist_2 indie folk,artist_2 indie garage rock,artist_2 indie pop,artist_2 indie poptimism,artist_2 indie psych-rock,artist_2 indie rock,artist_2 indiecoustica,artist_2 indietronica,artist_2 lilith,artist_2 lo-fi,artist_2 melancholia,artist_2 mellow gold,artist_2 merseybeat,artist_2 metropopolis,artist_2 mexican electronic,artist_2 minneapolis indie,artist_2 modern alternative rock,artist_2 modern blues rock,artist_2 modern country rock,artist_2 modern hard rock,artist_2 modern rock,artist_2 movie tunes,artist_2 neo mellow,artist_2 neo-psychedelic,artist_2 neo-synthpop,artist_2 neon pop punk,artist_2 new americana,artist_2 new jack swing,artist_2 new rave,artist_2 new wave pop,artist_2 ninja,artist_2 nu gaze,artist_2 permanent wave,artist_2 piano rock,artist_2 pop,artist_2 pop punk,artist_2 pop rap,artist_2 pop rock,artist_2 post-grunge,artist_2 post-teen pop,artist_2 progressive bluegrass,artist_2 progressive house,artist_2 progressive rock,artist_2 protopunk,artist_2 psychedelic rock,artist_2 quebec indie,artist_2 r&b,artist_2 rap,artist_2 rock,artist_2 roots rock,artist_2 shimmer pop,artist_2 shiver pop,artist_2 show tunes,artist_2 slow core,artist_2 stomp and holler,artist_2 swedish pop,artist_2 symphonic rock,artist_2 talent show,artist_2 tropical house,artist_2 urban contemporary,artist_2 vapor twitch,artist_2 video game music,artist_2 viral pop,artist_2 world worship,artist_2 worship
0,0.0,Palm Dreams,Hayley Kiyoko,Expectations,spotify:track:3qDaH8tgcdzdpxaL7CyW2s,The 1975,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware",spotify:track:4ZEvWpjUBtL9gjVIzB2Wbr,0.0,3qDaH8tgcdzdpxaL7CyW2,4ZEvWpjUBtL9gjVIzB2Wb,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']","['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,Let It Be,Hayley Kiyoko,Expectations,spotify:track:181uk7o0ajEG8F1HYrqbxu,The 1975,The 1975,A Brief Inquiry Into Online Relationships,spotify:track:7dvM0LbJ4pu1tDJnCH1Ahg,0.0,181uk7o0ajEG8F1HYrqbxu,7dvM0LbJ4pu1tDJnCH1Ahg,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']","['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,TOOTIMETOOTIMETOOTIME,The 1976,A Brief Inquiry Into Online Relationships,spotify:track:33DzKnwuBE6lfOiADwzd5E,How To Draw / Petrichor,The 1976,A Brief Inquiry Into Online Relationships,spotify:track:1bTfkhyNrSmthxL7P5yGDJ,0.0,33DzKnwuBE6lfOiADwzd5E,1bTfkhyNrSmthxL7P5yGDJ,"['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']","['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,Vibe,Tove Stryke,,spotify:track:7rXOrI115JVyhBfM2DRKwZ,Rooftop - Acoustic,Clara Mae,Sorry for Writing All the Songs About You,spotify:track:7m34nMTiU0KwhsMSBmUhde,0.0,7rXOrI115JVyhBfM2DRKwZ,7m34nMTiU0KwhsMSBmUhde,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']","['indie cafe pop', 'indie poptimism', 'pop', 'swedish pop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,Good Mourning,Halsey,hopeless fountain kingdom,spotify:track:6Ck8Lq4srTWQP1PXZ9P8aZ,Wait Up,Charlotte Lawrence,,spotify:track:6VM9H9tmexHFNLePOXOVPX,0.0,6Ck8Lq4srTWQP1PXZ9P8aZ,6VM9H9tmexHFNLePOXOVPX,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']","['dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'pop', 'post-teen pop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,Behind These Hazel Eyes,Kelly Clarkson,Breakaway,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,Breakaway,Kelly Clarkson,Breakaway,spotify:track:61Qhe2mHSLhUE04QeK4lkD,0.0,0AKAxdNkwq9ZxRdW1DN9zW,61Qhe2mHSLhUE04QeK4lkD,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']","['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,Lost Myself,Apollos,,spotify:track:0wBUHmaeihAuTWPbN3Y6Rc,California Gurls,Katy Perry,Teenage Dream,spotify:track:6tS3XVuOyu10897O3ae7bi,0.0,0wBUHmaeihAuTWPbN3Y6R,6tS3XVuOyu10897O3ae7b,[],"['dance pop', 'pop', 'post-teen pop']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,California Gurls,Katy Perry,Teenage Dream,spotify:track:6tS3XVuOyu10897O3ae7bi,Older,Sasha Sloan,Loser,spotify:track:52iLDrSoRtf9lcgFuLVfqE,0.0,6tS3XVuOyu10897O3ae7b,52iLDrSoRtf9lcgFuLVfqE,"['dance pop', 'pop', 'post-teen pop']","['dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'pop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,Never Not,Lauv,I met you when I was 18.,spotify:track:4fFfyouye6vrX9o9z4PVMu,JT,Jon Bellion,Glory Sound Prep,spotify:track:1eftOUoeMO1JkSQQmS6jXF,0.0,4fFfyouye6vrX9o9z4PVMu,1eftOUoeMO1JkSQQmS6jXF,"['dance pop', 'pop', 'post-teen pop']","['modern rock', 'pop', 'pop rap']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,How It Ends,Emily Warren,,spotify:track:06uX6D1YUwbzBhpRBpXL5L,Nana,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware",spotify:track:1JmLA5HZ7Wp7L8DNctLpUW,0.0,06uX6D1YUwbzBhpRBpXL5L,1JmLA5HZ7Wp7L8DNctLpUW,"['electropop', 'indie poptimism']","['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
