,acousticness_1,danceability_1,energy_1,instrumentalness_1,liveness_1,loudness_1,mode_1,speechiness_1,tempo_1,time_signature_1,type_1,valence_1,acousticness_2,danceability_2,energy_2,instrumentalness_2,liveness_2,loudness_2,mode_2,speechiness_2,tempo_2,time_signature_2,type_2,valence_2
0,0.551,0.741,0.231,0.747,0.249,-18.91,0,0.0415,103.994,4,audio_features,0.547,0.0781,0.694,0.394,0.000677,0.247,-15.881,1,0.0428,104.126,4,audio_features,0.719
0,0.271,0.646,0.438,0.0,0.0945,-10.837,1,0.808,160.433,4,audio_features,0.524,0.15,0.829,0.649,0.0,0.0904,-6.764,1,0.317,90.936,4,audio_features,0.569
0,1.23e-05,0.27,0.91,0.000187,0.133,-4.544,1,0.0851,121.386,4,audio_features,0.397,6.94e-06,0.408,0.965,0.000402,0.11,-4.232,1,0.05,136.018,4,audio_features,0.349
0,0.391,0.607,0.467,0.0,0.132,-7.556,1,0.0581,121.741,4,audio_features,0.434,0.177,0.68,0.413,0.0,0.205,-9.41,1,0.492,158.58,4,audio_features,0.384
0,0.115,0.609,0.746,0.0087,0.427,-5.249,0,0.184,117.072,4,audio_features,0.277,0.228,0.676,0.843,0.000718,0.856,-6.111,1,0.359,116.152,4,audio_features,0.597
0,0.0961,0.523,0.477,0.000106,0.101,-9.076,1,0.0254,76.973,4,audio_features,0.249,0.013,0.649,0.888,2.23e-06,0.0888,-4.807,1,0.0293,100.975,4,audio_features,0.553
0,0.843,0.355,0.712,0.00975,0.142,-5.564,0,0.0434,128.783,4,audio_features,0.11,0.779,0.633,0.764,0.000188,0.408,-4.594,1,0.376,75.52,4,audio_features,0.374
0,0.971,0.41,0.121,0.0136,0.148,-15.473,1,0.0575,86.359,3,audio_features,0.177,0.977,0.384,0.103,8.04e-05,0.0845,-17.051,1,0.0381,127.828,4,audio_features,0.298
0,0.963,0.233,0.348,0.77,0.109,-11.569,1,0.0349,123.187,3,audio_features,0.0598,0.911,0.404,0.408,0.0512,0.117,-10.77,1,0.0349,125.004,4,audio_features,0.0723
0,0.00424,0.519,0.971,6.26e-06,0.651,-3.403,1,0.0977,138.059,4,audio_features,0.49,0.00862,0.355,0.818,0.0,0.141,-4.215,1,0.0351,199.933,4,audio_features,0.298
0,0.0538,0.491,0.934,0.00221,0.128,-6.269,0,0.117,149.288,4,audio_features,0.564,0.0818,0.414,0.701,0.154,0.384,-7.335,1,0.04,123.34,4,audio_features,0.147
